ClientID,ClientStatus,Company,YearsAsCustomer
CLI-16059,Silver,Umbrella,2
CLI-16211,Gold,Cyberdyne,18
CLI-16319,Gold,Soylent Corp,4
CLI-16396,Platinum,Stark Industries,10
CLI-16398,Gold,Umbrella,8
CLI-16453,Silver,AcmeCorp,11
CLI-16516,Silver,Wonka Inc.,16
CLI-16534,Gold,Massive Dynamic,9
CLI-16547,Platinum,Soylent Corp,7
CLI-16548,Gold,Cyberdyne,15
CLI-16679,Silver,Globex,10
CLI-16694,Platinum,Tyrell Corp,8
CLI-16716,Platinum,Globex,15
CLI-16841,Silver,Massive Dynamic,2
CLI-17066,Gold,Tyrell Corp,6
CLI-17470,Platinum,Wonka Inc.,3
CLI-17559,Platinum,Soylent Corp,15
CLI-17679,Platinum,Umbrella,20
CLI-17714,Silver,Stark Industries,14
CLI-18217,Silver,Massive Dynamic,18
CLI-18615,Silver,Tyrell Corp,9
CLI-18621,Platinum,Initech,9
CLI-18782,Gold,Umbrella,10
CLI-18799,Gold,Umbrella,14
CLI-18813,Platinum,Wonka Inc.,6
CLI-18820,Gold,Cyberdyne,5
CLI-18821,Gold,Wayne Enterprises,20
CLI-18870,Silver,Stark Industries,14
CLI-18888,Silver,Soylent Corp,14
CLI-19098,Silver,Wayne Enterprises,16
CLI-19114,Silver,Stark Industries,12
CLI-19162,Platinum,Umbrella,16
CLI-19167,Gold,AcmeCorp,8
CLI-19171,Platinum,Massive Dynamic,5
CLI-19315,Gold,Cyberdyne,20
CLI-19320,Platinum,Wayne Enterprises,15
CLI-19333,Silver,Stark Industries,8
CLI-19341,Gold,Wayne Enterprises,4
CLI-19359,Platinum,AcmeCorp,5
CLI-19402,Platinum,Tyrell Corp,18
CLI-19610,Silver,Stark Industries,12
CLI-19676,Platinum,Initech,5
CLI-19677,Silver,Initech,16
CLI-19704,Gold,Umbrella,13
CLI-19732,Silver,Soylent Corp,9
CLI-19859,Gold,AcmeCorp,12
CLI-19913,Platinum,Cyberdyne,2
CLI-20025,Silver,Umbrella,7
CLI-20030,Silver,Wayne Enterprises,3
CLI-20198,Gold,Initech,1
CLI-20207,Platinum,Wayne Enterprises,11
CLI-20230,Platinum,AcmeCorp,8
CLI-20240,Gold,Wayne Enterprises,8
CLI-20300,Gold,Umbrella,8
CLI-20315,Gold,Soylent Corp,7
CLI-20349,Silver,Massive Dynamic,20
CLI-20408,Gold,Wonka Inc.,15
CLI-20506,Silver,AcmeCorp,16
CLI-20513,Gold,Globex,2
CLI-20518,Platinum,Umbrella,19
CLI-20544,Platinum,Wayne Enterprises,13
CLI-20666,Silver,AcmeCorp,20
CLI-20669,Gold,Soylent Corp,19
CLI-20737,Platinum,Wayne Enterprises,9
CLI-20764,Platinum,Tyrell Corp,15
CLI-20826,Platinum,Tyrell Corp,11
CLI-20839,Gold,Tyrell Corp,15
CLI-20844,Gold,Wayne Enterprises,19
CLI-20907,Gold,Stark Industries,6
CLI-20964,Silver,Stark Industries,8
CLI-20987,Platinum,Stark Industries,14
CLI-21084,Platinum,Stark Industries,7
CLI-21090,Platinum,Globex,10
CLI-21145,Silver,Umbrella,9
CLI-21189,Platinum,Tyrell Corp,8
CLI-21345,Gold,Umbrella,3
CLI-21356,Silver,Initech,18
CLI-21500,Platinum,Tyrell Corp,5
CLI-21513,Silver,AcmeCorp,6
CLI-21536,Silver,AcmeCorp,7
CLI-21546,Platinum,Umbrella,15
CLI-21580,Silver,Umbrella,10
CLI-21664,Platinum,Globex,19
CLI-21669,Platinum,Stark Industries,7
CLI-21680,Gold,Tyrell Corp,19
CLI-21696,Gold,AcmeCorp,3
CLI-21725,Gold,Umbrella,12
CLI-21755,Silver,Globex,4
CLI-21865,Gold,Stark Industries,1
CLI-22276,Silver,AcmeCorp,11
CLI-22576,Silver,Stark Industries,4
CLI-22804,Silver,AcmeCorp,16
CLI-22817,Silver,Umbrella,19
CLI-22898,Gold,Soylent Corp,9
CLI-22965,Platinum,Soylent Corp,10
CLI-23100,Gold,Umbrella,17
CLI-23471,Gold,Cyberdyne,14
CLI-23478,Silver,Wonka Inc.,15
CLI-23513,Platinum,Wonka Inc.,18
CLI-23560,Platinum,Umbrella,12
CLI-23598,Gold,Tyrell Corp,18
CLI-23615,Silver,Tyrell Corp,15
CLI-23632,Gold,Soylent Corp,11
CLI-23715,Platinum,Wonka Inc.,3
CLI-23721,Silver,Umbrella,1
CLI-23737,Silver,Cyberdyne,6
CLI-23759,Silver,Cyberdyne,15
CLI-23781,Gold,Initech,9
CLI-23834,Silver,AcmeCorp,20
CLI-23981,Platinum,Stark Industries,2
CLI-23986,Platinum,Massive Dynamic,2
CLI-24056,Platinum,Initech,10
CLI-24159,Platinum,Soylent Corp,5
CLI-24195,Platinum,Initech,8
CLI-24279,Silver,Tyrell Corp,2
CLI-24353,Silver,Massive Dynamic,4
CLI-24391,Gold,Wonka Inc.,20
CLI-24424,Platinum,Initech,14
CLI-24467,Gold,Wayne Enterprises,4
CLI-24471,Platinum,Wayne Enterprises,3
CLI-24498,Platinum,Massive Dynamic,1
CLI-24503,Platinum,AcmeCorp,16
CLI-24562,Silver,Tyrell Corp,7
CLI-24574,Silver,Umbrella,1
CLI-24658,Silver,Soylent Corp,15
CLI-24697,Gold,Stark Industries,16
CLI-24712,Silver,Wonka Inc.,15
CLI-24749,Silver,Cyberdyne,11
CLI-24763,Gold,AcmeCorp,9
CLI-24853,Silver,Cyberdyne,5
CLI-24924,Gold,AcmeCorp,9
CLI-24926,Gold,Tyrell Corp,7
CLI-24985,Silver,Globex,5
CLI-25118,Platinum,Globex,16
CLI-25167,Gold,Soylent Corp,11
CLI-25177,Platinum,Cyberdyne,9
CLI-25213,Silver,Cyberdyne,3
CLI-25220,Silver,Stark Industries,19
CLI-25277,Silver,AcmeCorp,10
CLI-25294,Silver,Cyberdyne,9
CLI-25336,Gold,Wonka Inc.,13
CLI-25462,Platinum,Wayne Enterprises,2
CLI-25463,Silver,Massive Dynamic,10
CLI-25630,Gold,Globex,13
CLI-25637,Platinum,Umbrella,7
CLI-25759,Platinum,Initech,20
CLI-25967,Silver,Massive Dynamic,7
CLI-26043,Silver,Tyrell Corp,13
CLI-26170,Silver,Wonka Inc.,4
CLI-26261,Gold,Soylent Corp,5
CLI-26273,Silver,Tyrell Corp,19
CLI-26302,Silver,Initech,1
CLI-26427,Silver,Wayne Enterprises,5
CLI-26483,Platinum,Soylent Corp,11
CLI-26495,Platinum,Soylent Corp,3
CLI-26826,Gold,Cyberdyne,12
CLI-26851,Platinum,Stark Industries,6
CLI-27510,Silver,Massive Dynamic,2
CLI-27525,Silver,Umbrella,16
CLI-27696,Platinum,Soylent Corp,15
CLI-27796,Gold,Umbrella,12
CLI-27835,Gold,Globex,6
CLI-7350,Silver,AcmeCorp,9
CLI-7380,Silver,Initech,14
CLI-7393,Platinum,Initech,2
CLI-7496,Gold,Wonka Inc.,10
CLI-7588,Silver,Massive Dynamic,16
CLI-7595,Silver,Globex,1
CLI-7700,Platinum,Globex,18
CLI-7702,Silver,AcmeCorp,6
CLI-7771,Gold,Cyberdyne,10
CLI-7894,Silver,AcmeCorp,2
CLI-8088,Platinum,Massive Dynamic,19
CLI-8090,Platinum,Umbrella,18
CLI-8148,Silver,Massive Dynamic,2
CLI-8219,Gold,Wayne Enterprises,12
CLI-8240,Silver,AcmeCorp,18
CLI-8250,Gold,AcmeCorp,5
CLI-8465,Silver,Initech,15
CLI-8561,Silver,Massive Dynamic,18
CLI-8582,Gold,Cyberdyne,15
CLI-8601,Gold,Wonka Inc.,1
CLI-8664,Gold,Wonka Inc.,2
CLI-8674,Platinum,Initech,3
CLI-8701,Silver,AcmeCorp,10
CLI-8762,Silver,Stark Industries,15
CLI-8805,Silver,Wayne Enterprises,6
CLI-8836,Silver,Umbrella,15
CLI-8846,Platinum,Cyberdyne,18
CLI-8947,Silver,Umbrella,20
CLI-8950,Gold,Stark Industries,16
CLI-9015,Platinum,Initech,17
CLI-9074,Platinum,AcmeCorp,6
CLI-9097,Silver,Stark Industries,10
CLI-9113,Platinum,Tyrell Corp,3
CLI-9171,Silver,Wonka Inc.,16
CLI-9303,Silver,Globex,19
CLI-9437,Gold,Wonka Inc.,20
CLI-9588,Platinum,Umbrella,10
CLI-9705,Gold,Stark Industries,7
CLI-9759,Silver,Tyrell Corp,3
CLI-9786,Silver,Tyrell Corp,10
CLI-9987,Platinum,Initech,13
CLI-10237,Gold,Umbrella,8
CLI-10428,Platinum,Soylent Corp,4
CLI-10668,Silver,Initech,2
CLI-11308,Gold,Globex,17
CLI-11593,Platinum,Globex,17
CLI-11963,Gold,AcmeCorp,13
CLI-12137,Silver,Wayne Enterprises,2
CLI-12571,Platinum,Wayne Enterprises,8
CLI-13107,Gold,Initech,8
CLI-14196,Silver,Massive Dynamic,19
CLI-14645,Platinum,Soylent Corp,14
CLI-15074,Silver,Umbrella,3
CLI-15477,Silver,Stark Industries,14
CLI-16350,Silver,Soylent Corp,4
CLI-16485,Silver,Initech,4
CLI-16574,Silver,Umbrella,11
CLI-16667,Gold,AcmeCorp,5
CLI-17658,Platinum,Globex,7
CLI-17826,Gold,Massive Dynamic,12
CLI-1375,Silver,Umbrella,13
CLI-1380,Platinum,Tyrell Corp,1
CLI-1515,Platinum,Cyberdyne,8
CLI-1621,Gold,Umbrella,4
CLI-1639,Gold,Massive Dynamic,1
CLI-1655,Gold,Wonka Inc.,2
CLI-1673,Platinum,Umbrella,10
CLI-1680,Silver,AcmeCorp,3
CLI-1765,Silver,AcmeCorp,1
CLI-1807,Silver,Tyrell Corp,19
CLI-1830,Gold,Soylent Corp,9
CLI-1900,Gold,Stark Industries,2
CLI-1912,Silver,Cyberdyne,11
CLI-1923,Gold,Cyberdyne,15
CLI-2022,Gold,Cyberdyne,16
CLI-2029,Platinum,Wonka Inc.,17
CLI-2514,Platinum,Wayne Enterprises,14
CLI-2575,Platinum,AcmeCorp,5
CLI-2939,Platinum,Soylent Corp,14
CLI-2976,Platinum,AcmeCorp,5
CLI-3012,Silver,Wonka Inc.,19
CLI-3070,Silver,Stark Industries,4
CLI-3244,Platinum,Globex,2
CLI-3793,Platinum,Tyrell Corp,17
CLI-3916,Silver,Wonka Inc.,7
CLI-4109,Silver,Soylent Corp,7
CLI-4387,Silver,Initech,4
CLI-4628,Silver,Cyberdyne,8
CLI-4735,Silver,Globex,14
CLI-5040,Platinum,Wonka Inc.,20
CLI-5087,Gold,Massive Dynamic,14
CLI-5238,Silver,Tyrell Corp,6
CLI-5518,Gold,AcmeCorp,14
CLI-5797,Silver,Initech,3
CLI-6470,Gold,Wonka Inc.,4
CLI-6478,Platinum,Wayne Enterprises,19
CLI-6890,Platinum,Soylent Corp,20
CLI-7030,Gold,Wonka Inc.,11
CLI-7285,Platinum,Stark Industries,8
CLI-7379,Platinum,Soylent Corp,1
CLI-7391,Platinum,Stark Industries,17
CLI-7392,Platinum,Initech,8
CLI-7396,Silver,Cyberdyne,13
CLI-7419,Silver,Umbrella,15
CLI-7537,Gold,Massive Dynamic,14
CLI-7568,Silver,Umbrella,4
CLI-7601,Platinum,Cyberdyne,18
CLI-7735,Silver,Tyrell Corp,18
CLI-7756,Gold,Soylent Corp,12
CLI-7766,Silver,Massive Dynamic,17
CLI-7816,Platinum,Tyrell Corp,9
CLI-7859,Platinum,Cyberdyne,17
CLI-7896,Platinum,AcmeCorp,16
CLI-7946,Gold,Umbrella,17
CLI-7958,Platinum,Tyrell Corp,1
CLI-7959,Platinum,Globex,4
CLI-7962,Silver,Cyberdyne,3
CLI-7974,Silver,Cyberdyne,5
CLI-7975,Silver,Initech,15
CLI-8102,Silver,Umbrella,17
CLI-8161,Gold,Soylent Corp,2
CLI-8217,Silver,Wayne Enterprises,14
CLI-8254,Gold,Initech,16
CLI-8285,Gold,Globex,4
CLI-8328,Platinum,Massive Dynamic,6
CLI-8364,Silver,Wonka Inc.,20
CLI-8462,Gold,Globex,12
CLI-8632,Gold,Initech,16
CLI-8657,Silver,Initech,5
CLI-8682,Gold,Globex,15
CLI-8731,Silver,Soylent Corp,14
CLI-9158,Silver,AcmeCorp,14
CLI-9198,Silver,Massive Dynamic,12
CLI-9256,Gold,Globex,2
CLI-9369,Silver,Tyrell Corp,10
CLI-9391,Gold,Tyrell Corp,13
CLI-9397,Gold,Umbrella,8
CLI-9402,Gold,Wonka Inc.,15
CLI-9424,Silver,Cyberdyne,10
CLI-9550,Gold,Globex,15
CLI-9623,Platinum,Massive Dynamic,9
CLI-9707,Gold,Wayne Enterprises,4
CLI-9713,Gold,Soylent Corp,3
CLI-9729,Platinum,Wonka Inc.,15
CLI-9773,Silver,Tyrell Corp,17
CLI-9822,Platinum,Soylent Corp,19
CLI-9845,Gold,Soylent Corp,20
CLI-9942,Platinum,Soylent Corp,4
CLI-9959,Platinum,AcmeCorp,11
CLI-10303,Gold,Tyrell Corp,3
CLI-10373,Gold,AcmeCorp,12
CLI-10467,Gold,AcmeCorp,11
CLI-10542,Gold,Cyberdyne,1
CLI-10617,Platinum,Umbrella,1
CLI-10697,Platinum,Umbrella,2
CLI-10744,Silver,AcmeCorp,7
CLI-11046,Platinum,Umbrella,1
CLI-11272,Silver,Cyberdyne,6
CLI-11318,Gold,Massive Dynamic,1
CLI-11357,Gold,Cyberdyne,20
CLI-11411,Silver,Globex,2
CLI-11465,Gold,Massive Dynamic,13
CLI-11480,Platinum,Globex,19
CLI-11481,Gold,AcmeCorp,3
CLI-11524,Gold,Soylent Corp,13
CLI-11631,Platinum,AcmeCorp,3
CLI-11664,Gold,Stark Industries,20
CLI-11829,Gold,Globex,8
CLI-11918,Gold,Cyberdyne,12
CLI-12066,Silver,Cyberdyne,5
CLI-12112,Platinum,Umbrella,13
CLI-12149,Gold,Globex,1
CLI-12156,Gold,Tyrell Corp,11
CLI-12189,Gold,Cyberdyne,4
CLI-12292,Silver,Stark Industries,20
CLI-12344,Gold,Initech,1
CLI-12370,Platinum,Initech,18
CLI-12397,Platinum,Globex,1
CLI-12487,Gold,Stark Industries,19
CLI-12533,Platinum,Cyberdyne,13
CLI-12851,Gold,Massive Dynamic,10
CLI-12872,Platinum,Cyberdyne,18
CLI-12881,Gold,Wayne Enterprises,9
CLI-12896,Platinum,AcmeCorp,16
CLI-12915,Platinum,AcmeCorp,13
CLI-12964,Silver,Globex,3
CLI-13178,Platinum,Wonka Inc.,20
CLI-13192,Gold,Massive Dynamic,2
CLI-13299,Silver,AcmeCorp,16
CLI-13307,Platinum,Wayne Enterprises,14
CLI-13393,Gold,Stark Industries,14
CLI-13460,Silver,Stark Industries,18
CLI-13653,Silver,Massive Dynamic,1
CLI-13663,Silver,Wonka Inc.,10
CLI-13743,Gold,Cyberdyne,20
CLI-13802,Gold,Wonka Inc.,11
CLI-13908,Silver,Globex,6
CLI-13988,Silver,Initech,11
CLI-14110,Silver,Wonka Inc.,16
CLI-14131,Platinum,Soylent Corp,18
CLI-14155,Silver,Initech,12
CLI-14160,Gold,Wayne Enterprises,1
CLI-14758,Silver,Cyberdyne,5
CLI-15274,Platinum,Initech,18
CLI-15641,Platinum,Cyberdyne,16
CLI-16020,Silver,Wayne Enterprises,9
CLI-16184,Silver,Umbrella,1
CLI-16373,Silver,Cyberdyne,2
CLI-16375,Silver,Wonka Inc.,7
CLI-16430,Gold,Umbrella,12
CLI-16444,Platinum,AcmeCorp,18
CLI-16631,Platinum,Wayne Enterprises,2
CLI-16974,Silver,Wonka Inc.,6
CLI-17314,Gold,Massive Dynamic,5
CLI-17799,Silver,Tyrell Corp,6
CLI-18070,Silver,Tyrell Corp,2
CLI-18318,Gold,Massive Dynamic,3
CLI-18778,Silver,Initech,6
CLI-18802,Silver,AcmeCorp,20
CLI-18885,Silver,Tyrell Corp,16
CLI-18891,Silver,Stark Industries,10
CLI-18909,Silver,Cyberdyne,17
CLI-18910,Platinum,Globex,7
CLI-18961,Silver,AcmeCorp,8
CLI-19033,Platinum,Initech,5
CLI-19123,Platinum,AcmeCorp,15
CLI-19256,Platinum,Globex,19
CLI-19261,Platinum,Cyberdyne,18
CLI-19272,Silver,Wonka Inc.,19
CLI-19283,Platinum,Globex,13
CLI-19297,Silver,Initech,3
CLI-19340,Gold,Initech,7
CLI-19381,Gold,Umbrella,6
CLI-19386,Silver,AcmeCorp,15
CLI-19415,Gold,Cyberdyne,14
CLI-19471,Silver,Initech,6
CLI-19506,Gold,Massive Dynamic,15
CLI-19533,Gold,Massive Dynamic,19
CLI-19537,Gold,Initech,13
CLI-19576,Silver,Stark Industries,11
CLI-19659,Platinum,Cyberdyne,9
CLI-19675,Gold,Massive Dynamic,2
CLI-19738,Silver,Cyberdyne,3
CLI-19778,Gold,Stark Industries,4
CLI-19787,Gold,Umbrella,7
CLI-19807,Platinum,Soylent Corp,20
CLI-19839,Platinum,Wonka Inc.,8
CLI-19886,Silver,Wayne Enterprises,18
CLI-19892,Platinum,Massive Dynamic,9
CLI-19938,Gold,Wonka Inc.,19
CLI-19943,Silver,Globex,18
CLI-19960,Platinum,Stark Industries,12
CLI-20023,Gold,Tyrell Corp,2
CLI-20036,Platinum,Cyberdyne,18
CLI-20094,Platinum,Tyrell Corp,8
CLI-20136,Platinum,Cyberdyne,15
CLI-20144,Silver,Umbrella,2
CLI-20164,Silver,Wonka Inc.,18
CLI-20186,Platinum,Umbrella,17
CLI-20239,Silver,Stark Industries,12
CLI-20294,Platinum,Tyrell Corp,4
CLI-20589,Silver,Tyrell Corp,6
CLI-20680,Gold,Stark Industries,12
CLI-20728,Gold,Stark Industries,15
CLI-20735,Gold,Initech,8
CLI-21022,Gold,Massive Dynamic,3
CLI-21302,Gold,Wonka Inc.,17
CLI-21453,Platinum,Soylent Corp,7
CLI-21475,Platinum,Wayne Enterprises,17
CLI-21595,Platinum,Cyberdyne,4
CLI-21601,Platinum,Wonka Inc.,8
CLI-21617,Silver,Umbrella,4
CLI-21811,Platinum,Initech,19
CLI-21882,Gold,Wonka Inc.,13
CLI-21901,Silver,Cyberdyne,13
CLI-22272,Platinum,Wonka Inc.,15
CLI-22615,Gold,Globex,6
CLI-23601,Platinum,Globex,17
CLI-23634,Platinum,Wayne Enterprises,10
CLI-23680,Gold,AcmeCorp,10
CLI-23767,Silver,Massive Dynamic,19
CLI-23916,Platinum,Wayne Enterprises,12
CLI-23990,Platinum,Cyberdyne,5
CLI-24017,Gold,Massive Dynamic,6
CLI-24041,Platinum,Massive Dynamic,13
CLI-24105,Silver,Cyberdyne,19
CLI-24108,Gold,Tyrell Corp,1
CLI-24129,Silver,Tyrell Corp,17
CLI-24187,Platinum,AcmeCorp,13
CLI-24196,Gold,Stark Industries,4
CLI-24367,Platinum,Tyrell Corp,7
CLI-24412,Platinum,Tyrell Corp,17
CLI-24436,Gold,Initech,2
CLI-24450,Silver,Umbrella,11
CLI-24460,Gold,Globex,2
CLI-24611,Platinum,Wonka Inc.,14
CLI-24635,Gold,Globex,19
CLI-24643,Silver,Soylent Corp,14
CLI-24921,Silver,AcmeCorp,10
CLI-25020,Platinum,Stark Industries,15
CLI-25033,Platinum,Tyrell Corp,16
CLI-25212,Gold,Tyrell Corp,3
CLI-25251,Silver,Cyberdyne,8
CLI-25417,Platinum,Cyberdyne,14
CLI-25598,Platinum,Tyrell Corp,5
CLI-26075,Gold,Initech,7
CLI-26314,Platinum,Cyberdyne,7
CLI-27443,Platinum,Tyrell Corp,11
CLI-27591,Platinum,Soylent Corp,16
CLI-1619,Gold,Wayne Enterprises,11
CLI-1789,Gold,Wonka Inc.,1
CLI-8603,Silver,Wayne Enterprises,16
CLI-13967,Silver,Initech,4
CLI-14324,Silver,Umbrella,4
CLI-24483,Platinum,Soylent Corp,6
CLI-25401,Platinum,Cyberdyne,3
CLI-25527,Gold,Globex,11
CLI-1362,Gold,Wayne Enterprises,17
CLI-1378,Gold,Wayne Enterprises,9
CLI-1396,Gold,Globex,14
CLI-1449,Gold,Wonka Inc.,18
CLI-1496,Gold,Massive Dynamic,15
CLI-1520,Gold,Tyrell Corp,19
CLI-1574,Silver,AcmeCorp,14
CLI-1609,Gold,Initech,18
CLI-1710,Platinum,Cyberdyne,5
CLI-1727,Gold,AcmeCorp,10
CLI-1736,Silver,Massive Dynamic,15
CLI-1896,Platinum,Tyrell Corp,2
CLI-1906,Platinum,AcmeCorp,18
CLI-1915,Platinum,Massive Dynamic,16
CLI-2158,Platinum,Initech,1
CLI-2227,Platinum,Globex,12
CLI-2257,Silver,Stark Industries,10
CLI-2269,Platinum,Globex,15
CLI-2286,Silver,Umbrella,15
CLI-2316,Silver,AcmeCorp,11
CLI-2364,Silver,Umbrella,5
CLI-2409,Platinum,Wayne Enterprises,13
CLI-2412,Platinum,Wonka Inc.,12
CLI-2503,Gold,Initech,11
CLI-2687,Gold,Soylent Corp,6
CLI-2883,Platinum,Globex,14
CLI-2910,Gold,Globex,18
CLI-2931,Gold,Cyberdyne,11
CLI-3004,Platinum,Wayne Enterprises,7
CLI-3023,Gold,Stark Industries,5
CLI-3043,Gold,Umbrella,17
CLI-3097,Gold,Wonka Inc.,20
CLI-3435,Silver,Wayne Enterprises,10
CLI-3444,Platinum,Wonka Inc.,19
CLI-3582,Silver,Wayne Enterprises,6
CLI-3769,Platinum,Wonka Inc.,10
CLI-3855,Platinum,Cyberdyne,12
CLI-3956,Platinum,Initech,17
CLI-4053,Gold,Wonka Inc.,19
CLI-4311,Silver,Globex,19
CLI-4352,Silver,Wonka Inc.,7
CLI-4357,Platinum,AcmeCorp,20
CLI-4561,Silver,Tyrell Corp,2
CLI-4677,Gold,AcmeCorp,11
CLI-4749,Platinum,Umbrella,4
CLI-4791,Platinum,Cyberdyne,1
CLI-4872,Silver,Stark Industries,11
CLI-5114,Gold,Initech,12
CLI-5153,Silver,Initech,15
CLI-5281,Gold,Wonka Inc.,13
CLI-6648,Silver,Initech,17
CLI-6780,Gold,Umbrella,7
CLI-6811,Silver,Wonka Inc.,10
CLI-7353,Gold,Tyrell Corp,5
CLI-7403,Platinum,Tyrell Corp,3
CLI-7421,Gold,Stark Industries,2
CLI-7814,Platinum,Umbrella,16
CLI-7920,Gold,Tyrell Corp,13
CLI-8034,Platinum,Umbrella,5
CLI-8043,Platinum,Umbrella,1
CLI-8079,Platinum,Soylent Corp,7
CLI-8276,Gold,Umbrella,17
CLI-8282,Gold,AcmeCorp,2
CLI-8535,Silver,Wonka Inc.,6
CLI-8539,Platinum,Wayne Enterprises,18
CLI-8544,Silver,Soylent Corp,6
CLI-8568,Gold,Stark Industries,13
CLI-8705,Gold,Massive Dynamic,7
CLI-8761,Silver,Umbrella,12
CLI-8812,Silver,Umbrella,16
CLI-8889,Gold,Massive Dynamic,17
CLI-9004,Platinum,Stark Industries,20
CLI-9023,Silver,Massive Dynamic,5
CLI-9144,Gold,Tyrell Corp,8
CLI-9166,Platinum,Stark Industries,2
CLI-9182,Gold,Stark Industries,12
CLI-9194,Gold,Umbrella,19
CLI-9231,Gold,Umbrella,4
CLI-9372,Silver,Stark Industries,9
CLI-9421,Gold,Stark Industries,18
CLI-9501,Silver,Cyberdyne,6
CLI-9518,Silver,Wonka Inc.,4
CLI-9525,Gold,Cyberdyne,9
CLI-9556,Platinum,Stark Industries,15
CLI-9589,Gold,Umbrella,14
CLI-9609,Silver,Massive Dynamic,4
CLI-9819,Gold,AcmeCorp,6
CLI-9977,Platinum,AcmeCorp,1
CLI-10253,Gold,Umbrella,17
CLI-10265,Gold,Globex,11
CLI-10437,Platinum,Initech,1
CLI-10645,Gold,AcmeCorp,15
CLI-10702,Platinum,Wayne Enterprises,9
CLI-10791,Silver,Stark Industries,20
CLI-10812,Gold,Globex,4
CLI-10829,Silver,Massive Dynamic,12
CLI-10872,Silver,Wayne Enterprises,6
CLI-10989,Platinum,Tyrell Corp,12
CLI-11160,Silver,Globex,12
CLI-11209,Gold,Globex,5
CLI-11232,Silver,Tyrell Corp,15
CLI-11273,Platinum,Cyberdyne,19
CLI-11389,Platinum,Wonka Inc.,17
CLI-11498,Gold,Wonka Inc.,16
CLI-11501,Silver,Initech,1
CLI-11568,Silver,Wayne Enterprises,13
CLI-11572,Gold,Massive Dynamic,16
CLI-11577,Gold,Wayne Enterprises,5
CLI-11642,Platinum,Tyrell Corp,1
CLI-11767,Platinum,AcmeCorp,20
CLI-11811,Silver,Tyrell Corp,6
CLI-11929,Platinum,Soylent Corp,2
CLI-11992,Silver,Massive Dynamic,11
CLI-12020,Gold,AcmeCorp,1
CLI-12093,Gold,Soylent Corp,16
CLI-12148,Gold,Tyrell Corp,12
CLI-12404,Silver,Globex,16
CLI-12454,Silver,Soylent Corp,5
CLI-12711,Platinum,Globex,13
CLI-13105,Gold,Tyrell Corp,12
CLI-13163,Silver,Wayne Enterprises,9
CLI-13189,Gold,AcmeCorp,19
CLI-13343,Platinum,Wayne Enterprises,2
CLI-13360,Platinum,Wonka Inc.,16
CLI-13375,Gold,Wayne Enterprises,12
CLI-13477,Silver,Umbrella,6
CLI-13673,Silver,Globex,19
CLI-13791,Silver,Soylent Corp,4
CLI-13831,Silver,Tyrell Corp,5
CLI-13880,Silver,Initech,7
CLI-13922,Platinum,Wayne Enterprises,16
CLI-13974,Silver,Initech,12
CLI-13997,Platinum,Tyrell Corp,13
CLI-14058,Silver,Wayne Enterprises,11
CLI-14071,Gold,Massive Dynamic,19
CLI-14109,Silver,AcmeCorp,15
CLI-14188,Gold,Umbrella,20
CLI-14263,Platinum,Wonka Inc.,3
CLI-14435,Silver,Wayne Enterprises,4
CLI-14483,Platinum,Stark Industries,19
CLI-14542,Silver,Wayne Enterprises,5
CLI-14677,Gold,Soylent Corp,7
CLI-14771,Platinum,Tyrell Corp,15
CLI-14841,Platinum,Soylent Corp,14
CLI-14852,Silver,Soylent Corp,16
CLI-15049,Gold,Globex,1
CLI-15591,Platinum,Massive Dynamic,14
CLI-15637,Platinum,Globex,4
CLI-15706,Silver,Cyberdyne,7
CLI-15729,Gold,Wayne Enterprises,14
CLI-15853,Silver,Stark Industries,4
CLI-15910,Gold,Initech,16
CLI-15971,Gold,Tyrell Corp,17
CLI-16198,Platinum,AcmeCorp,5
CLI-16242,Silver,Massive Dynamic,11
CLI-16257,Platinum,Wayne Enterprises,9
CLI-16316,Silver,Cyberdyne,6
CLI-16397,Silver,Cyberdyne,18
CLI-16489,Gold,AcmeCorp,13
CLI-16691,Silver,Massive Dynamic,18
CLI-16786,Platinum,Wonka Inc.,2
CLI-16971,Platinum,Cyberdyne,20
CLI-17125,Platinum,Soylent Corp,15
CLI-17323,Gold,Tyrell Corp,10
CLI-17439,Gold,Globex,15
CLI-17441,Silver,Cyberdyne,3
CLI-17589,Platinum,Wayne Enterprises,3
CLI-17713,Gold,Massive Dynamic,13
CLI-17971,Silver,Stark Industries,2
CLI-18019,Silver,Wayne Enterprises,19
CLI-18069,Silver,Globex,6
CLI-18096,Platinum,Umbrella,17
CLI-18207,Platinum,Wayne Enterprises,20
CLI-18249,Platinum,Soylent Corp,7
CLI-18254,Platinum,Stark Industries,1
CLI-18278,Silver,Soylent Corp,10
CLI-18298,Gold,Umbrella,7
CLI-18306,Platinum,Wonka Inc.,19
CLI-18342,Gold,Massive Dynamic,2
CLI-18573,Platinum,Initech,16
CLI-18743,Gold,Globex,17
CLI-18852,Gold,Tyrell Corp,1
CLI-18894,Gold,AcmeCorp,15
CLI-18900,Silver,AcmeCorp,10
CLI-18919,Platinum,Tyrell Corp,19
CLI-18940,Platinum,Umbrella,14
CLI-19100,Silver,Massive Dynamic,7
CLI-19121,Silver,Stark Industries,9
CLI-19165,Silver,Soylent Corp,9
CLI-19225,Gold,Tyrell Corp,18
CLI-19360,Silver,Tyrell Corp,10
CLI-19498,Platinum,Wayne Enterprises,7
CLI-19549,Platinum,Cyberdyne,5
