ApplicantID,EmployedWith,ProofOfIdentityProvided,NumberOfDependents
APP-25409,No,Yes,3
APP-25825,No,Yes,4
APP-26160,No,Yes,2
APP-1691,No,No,1
APP-4905,No,No,0
APP-5231,Yes,Yes,4
APP-5236,Yes,No,2
APP-6888,No,Yes,2
APP-10871,Yes,Yes,2
APP-11889,No,No,1
APP-12412,Yes,Yes,1
APP-13748,No,No,1
APP-15949,Yes,No,0
APP-16156,Yes,No,0
APP-17050,No,No,0
APP-17394,Yes,Yes,4
APP-17460,No,No,4
APP-18942,No,No,5
APP-20347,No,No,3
APP-21143,No,Yes,5
APP-21872,Yes,No,3
APP-23036,No,Yes,2
APP-23082,Yes,No,2
APP-24401,Yes,Yes,1
APP-25474,No,No,2
APP-26779,No,Yes,2
APP-27110,Yes,No,4
APP-1589,Yes,No,0
APP-3262,No,Yes,2
APP-3440,Yes,No,3
APP-5696,No,No,3
APP-7692,No,No,2
APP-7820,Yes,Yes,1
APP-8037,Yes,Yes,3
APP-8301,Yes,Yes,2
APP-8628,No,No,3
APP-11243,No,Yes,2
APP-11336,No,Yes,4
APP-13197,Yes,Yes,3
APP-13211,No,No,2
APP-14621,Yes,Yes,4
APP-14732,No,Yes,2
APP-18195,Yes,Yes,2
APP-18645,No,No,1
APP-18819,No,No,2
APP-19954,Yes,Yes,3
APP-20950,No,No,0
APP-22368,Yes,Yes,2
APP-24894,Yes,Yes,3
APP-26006,Yes,Yes,2
APP-27644,No,No,0
APP-1491,No,No,0
APP-1947,No,Yes,2
APP-3410,No,Yes,3
APP-3467,Yes,No,4
APP-7277,Yes,Yes,1
APP-7343,Yes,Yes,2
APP-9403,No,No,3
APP-14331,No,Yes,0
APP-14356,Yes,No,3
APP-15825,No,Yes,2
APP-17086,No,Yes,3
APP-17652,Yes,No,3
APP-20303,No,No,2
APP-20514,No,No,2
APP-21878,Yes,Yes,4
APP-21992,No,No,2
APP-23622,Yes,Yes,5
APP-23649,Yes,No,0
APP-23667,Yes,No,3
APP-25529,No,No,0
APP-25894,Yes,No,5
APP-26049,No,No,1
APP-27468,No,Yes,1
APP-27659,Yes,Yes,2
APP-1837,No,No,3
APP-3670,Yes,Yes,2
APP-5271,No,No,4
APP-5436,Yes,No,0
APP-5827,No,Yes,2
APP-5969,No,Yes,4
APP-6927,No,No,0
APP-11146,Yes,Yes,2
APP-11612,No,No,2
APP-12538,Yes,Yes,2
APP-12749,Yes,No,4
APP-13521,Yes,No,5
APP-14402,Yes,No,0
APP-16681,No,No,5
APP-16707,No,No,5
APP-17748,Yes,No,3
APP-18800,No,No,4
APP-24113,Yes,No,4
APP-24153,No,No,4
APP-24244,No,No,0
APP-25803,No,No,5
APP-25826,Yes,No,1
APP-27011,No,No,5
APP-7817,Yes,No,3
APP-8278,No,Yes,3
APP-8795,No,Yes,3
APP-8798,No,No,1
APP-9631,Yes,No,4
APP-9635,No,Yes,1
APP-11765,No,No,3
APP-16496,No,No,4
APP-8542,No,Yes,0
APP-9232,No,Yes,3
APP-9606,No,No,4
APP-9607,Yes,No,0
APP-12266,No,Yes,1
APP-12269,Yes,No,5
APP-14541,No,Yes,4
APP-16604,No,Yes,4
APP-7352,Yes,No,1
APP-7497,No,No,0
APP-7597,No,Yes,5
APP-7715,No,Yes,1
APP-7716,Yes,Yes,3
APP-7739,Yes,No,2
APP-7772,No,Yes,1
APP-7861,Yes,Yes,3
APP-8097,No,No,4
APP-8122,Yes,Yes,5
APP-8147,Yes,No,3
APP-8167,No,Yes,4
APP-8246,Yes,Yes,2
APP-8275,No,No,2
APP-8317,No,Yes,1
APP-8327,No,No,5
APP-8330,Yes,No,2
APP-8375,No,Yes,5
APP-8427,Yes,Yes,1
APP-8566,No,No,0
APP-8575,Yes,No,5
APP-8609,Yes,Yes,4
APP-8644,No,No,1
APP-8649,No,No,5
APP-8661,Yes,Yes,5
APP-8669,Yes,Yes,2
APP-8686,No,Yes,5
APP-8721,Yes,No,2
APP-8735,Yes,No,5
APP-8736,Yes,No,4
APP-8745,Yes,Yes,4
APP-8751,Yes,No,5
APP-8764,Yes,No,0
APP-8813,No,No,0
APP-8840,Yes,No,2
APP-8843,No,No,4
APP-8850,No,No,1
APP-8851,No,No,5
APP-8864,No,Yes,5
APP-8907,Yes,No,1
APP-8948,Yes,No,4
APP-9000,No,Yes,3
APP-9036,Yes,Yes,0
APP-9054,Yes,No,3
APP-9063,No,Yes,1
APP-9068,Yes,Yes,4
APP-9071,No,Yes,1
APP-9131,No,Yes,0
APP-9136,No,No,1
APP-9142,No,No,5
APP-9160,Yes,Yes,5
APP-9191,No,Yes,4
APP-9227,Yes,Yes,4
APP-9356,No,Yes,4
APP-9453,Yes,Yes,0
APP-9475,No,No,1
APP-9503,No,No,0
APP-9524,Yes,No,0
APP-9642,Yes,No,1
APP-9665,Yes,No,3
APP-9751,Yes,No,1
APP-9808,Yes,No,5
APP-9860,No,No,0
APP-9906,Yes,No,2
APP-9925,Yes,No,3
APP-9929,No,Yes,3
APP-9986,Yes,No,2
APP-9988,Yes,Yes,3
APP-9989,No,No,1
APP-10002,No,Yes,2
APP-10019,Yes,No,2
APP-10162,Yes,No,2
APP-10182,Yes,Yes,1
APP-10205,Yes,No,3
APP-10207,Yes,Yes,3
APP-10209,No,Yes,5
APP-10288,No,Yes,4
APP-10317,Yes,Yes,1
APP-10476,No,No,3
APP-10484,Yes,No,4
APP-10512,No,Yes,4
APP-10595,No,Yes,5
APP-10626,No,Yes,0
APP-10646,Yes,Yes,1
APP-10751,Yes,Yes,4
APP-10836,No,Yes,2
APP-10882,Yes,Yes,2
APP-10978,Yes,No,0
APP-11166,Yes,Yes,5
APP-11206,No,No,4
APP-11281,Yes,Yes,2
APP-11301,No,No,4
APP-11350,Yes,No,2
APP-11355,Yes,Yes,1
APP-11407,No,No,3
APP-11559,Yes,Yes,2
APP-11592,Yes,No,1
APP-11601,Yes,Yes,3
APP-11738,Yes,Yes,0
APP-11756,No,Yes,3
APP-11799,Yes,No,1
APP-11868,No,Yes,5
APP-12059,No,No,2
APP-12222,Yes,No,5
APP-12503,Yes,Yes,0
APP-12736,Yes,Yes,4
APP-12738,Yes,No,5
APP-12739,No,No,0
APP-12742,Yes,No,3
APP-13074,No,Yes,1
APP-13302,Yes,No,0
APP-13534,Yes,Yes,0
APP-13816,Yes,No,2
APP-13819,Yes,No,3
APP-13873,No,Yes,2
APP-13891,No,Yes,5
APP-13948,Yes,Yes,2
APP-14017,No,No,3
APP-14114,No,Yes,0
APP-14197,No,No,1
APP-14727,No,Yes,1
APP-14797,No,No,3
APP-15198,No,Yes,3
APP-15199,Yes,Yes,1
APP-15308,Yes,Yes,1
APP-15357,No,Yes,5
APP-15672,No,Yes,4
APP-15673,No,No,3
APP-16051,No,No,5
APP-16093,Yes,Yes,2
APP-16262,No,No,0
APP-16282,No,Yes,0
APP-16408,No,No,4
APP-16625,No,Yes,5
APP-16772,Yes,Yes,3
APP-17064,Yes,No,0
APP-17117,No,No,0
APP-17151,Yes,Yes,0
APP-17192,Yes,Yes,1
APP-17225,Yes,No,4
APP-17331,Yes,No,5
APP-17347,No,No,2
APP-17411,No,Yes,1
APP-17508,No,No,3
APP-17585,Yes,Yes,4
APP-17611,No,No,1
APP-17787,No,Yes,1
APP-17940,No,No,4
APP-17956,No,No,5
APP-18125,No,No,3
APP-18150,Yes,Yes,4
APP-7574,Yes,No,4
APP-7753,No,No,3
APP-7765,No,No,1
APP-7777,No,No,3
APP-7923,Yes,Yes,2
APP-8083,No,Yes,3
APP-8125,Yes,No,2
APP-8248,Yes,No,4
APP-8372,Yes,Yes,0
APP-8392,No,No,4
APP-8441,Yes,Yes,2
APP-8445,No,No,3
APP-8567,Yes,Yes,2
APP-8577,No,No,0
APP-8605,No,No,4
APP-8621,No,Yes,2
APP-8727,Yes,No,1
APP-8806,Yes,No,4
APP-8909,No,No,4
APP-8919,Yes,Yes,2
APP-8941,Yes,Yes,2
APP-8959,No,No,0
APP-8977,No,No,5
APP-9094,Yes,Yes,1
APP-9245,Yes,Yes,2
APP-9409,No,No,0
APP-9415,No,Yes,2
APP-9841,Yes,Yes,4
APP-10414,Yes,Yes,5
APP-10584,No,No,5
APP-10777,Yes,Yes,4
APP-11737,No,Yes,4
APP-11948,No,Yes,5
APP-12280,Yes,No,4
APP-13617,No,No,3
APP-13838,Yes,No,4
APP-13853,Yes,No,1
APP-13872,No,No,4
APP-13947,No,No,3
APP-13991,Yes,Yes,2
APP-14073,Yes,Yes,2
APP-14500,Yes,Yes,3
APP-14854,Yes,Yes,4
APP-15483,No,No,0
APP-15907,No,No,1
APP-16312,Yes,Yes,4
APP-16361,Yes,No,3
APP-16457,Yes,Yes,5
APP-1345,Yes,No,4
APP-1372,Yes,Yes,3
APP-1422,Yes,Yes,4
APP-1443,Yes,Yes,0
APP-1493,No,No,5
APP-1503,No,Yes,0
APP-1513,Yes,No,1
APP-1600,No,No,1
APP-1653,No,No,3
APP-1719,No,Yes,0
APP-1748,No,Yes,1
APP-1851,No,No,3
APP-1885,No,Yes,5
APP-1976,Yes,No,1
APP-2006,No,No,5
APP-2200,No,No,0
APP-2384,No,No,5
APP-2393,No,No,4
APP-2577,Yes,No,2
APP-2631,No,No,0
APP-2655,Yes,No,5
APP-2668,No,No,1
APP-2717,No,Yes,2
APP-2741,No,No,0
APP-2745,No,Yes,1
APP-2786,Yes,Yes,0
APP-3211,No,No,5
APP-3240,Yes,Yes,5
APP-3456,No,Yes,5
APP-3554,Yes,Yes,3
APP-3637,Yes,Yes,1
APP-3690,No,Yes,2
APP-3707,No,Yes,0
APP-3775,Yes,No,1
APP-3908,No,No,5
APP-4297,No,Yes,4
APP-4322,Yes,No,1
APP-4335,No,Yes,0
APP-4408,Yes,Yes,4
APP-4424,No,No,2
APP-4526,Yes,Yes,4
APP-4863,No,Yes,0
APP-4953,Yes,Yes,4
APP-4993,Yes,No,5
APP-5264,No,Yes,0
APP-5294,No,Yes,4
APP-5790,No,No,3
APP-6193,No,Yes,2
APP-6325,No,Yes,2
APP-6391,Yes,Yes,2
APP-6579,Yes,No,3
APP-6711,Yes,No,2
APP-7127,Yes,No,4
APP-7173,No,Yes,5
APP-7196,Yes,Yes,1
APP-7224,Yes,No,5
APP-7272,Yes,Yes,3
APP-7303,Yes,No,3
APP-7498,Yes,No,0
APP-7913,No,No,3
APP-8245,Yes,No,2
APP-8591,No,No,3
APP-8758,No,No,3
APP-8796,No,No,4
APP-8826,No,No,4
APP-8854,No,Yes,5
APP-9107,Yes,Yes,3
APP-9261,Yes,No,2
APP-9363,No,No,4
APP-9450,Yes,Yes,1
APP-9563,Yes,No,4
APP-9584,Yes,No,0
APP-9591,No,Yes,0
APP-9620,Yes,No,3
APP-9761,No,No,3
APP-9767,No,Yes,2
APP-9783,Yes,Yes,5
APP-9826,Yes,No,5
APP-9933,No,No,1
APP-9951,Yes,No,2
APP-9963,Yes,Yes,2
APP-10068,Yes,Yes,5
APP-10371,No,No,0
APP-10398,No,No,5
APP-10504,Yes,No,5
APP-10546,No,Yes,1
APP-10600,No,No,5
APP-10770,Yes,No,1
APP-10932,Yes,No,4
APP-11111,No,No,3
APP-11257,No,No,3
APP-11323,No,No,0
APP-11600,Yes,Yes,0
APP-11663,No,Yes,4
APP-11686,No,No,4
APP-11791,Yes,Yes,2
APP-11804,No,No,3
APP-11807,Yes,No,4
APP-12037,Yes,No,1
APP-12063,Yes,Yes,2
APP-12158,No,Yes,2
APP-12211,No,Yes,3
APP-12320,No,No,3
APP-12324,No,Yes,3
APP-12426,Yes,Yes,0
APP-12466,No,Yes,3
APP-12514,No,No,0
APP-12620,No,No,4
APP-12625,Yes,Yes,1
APP-12651,No,Yes,1
APP-12886,Yes,No,2
APP-12958,No,Yes,2
APP-13004,No,Yes,2
APP-13035,No,Yes,1
APP-13131,Yes,Yes,2
APP-13282,Yes,Yes,0
APP-13294,Yes,No,2
APP-13420,No,No,4
APP-13499,No,Yes,2
APP-13589,No,No,0
APP-13787,Yes,No,5
APP-13852,Yes,Yes,1
APP-14012,Yes,Yes,5
APP-14032,Yes,Yes,1
APP-14085,No,No,1
APP-14343,No,Yes,0
APP-14589,No,Yes,1
APP-14838,Yes,No,3
APP-15383,Yes,No,2
APP-15425,Yes,Yes,0
APP-15569,No,No,2
APP-15601,No,No,4
APP-15864,Yes,No,2
APP-15904,Yes,Yes,0
APP-15992,No,No,3
APP-16048,No,Yes,3
APP-16053,Yes,No,1
APP-16157,No,Yes,3
APP-16357,Yes,Yes,4
APP-16406,No,Yes,4
APP-16532,Yes,No,2
APP-16581,Yes,No,4
APP-16793,Yes,Yes,0
APP-16922,Yes,No,1
APP-17100,No,No,4
APP-17253,No,Yes,1
APP-17274,Yes,No,5
APP-17278,No,No,1
APP-17285,Yes,Yes,2
APP-17398,Yes,Yes,0
APP-17536,No,No,5
APP-17541,No,No,2
APP-17560,Yes,Yes,4
APP-17623,Yes,Yes,5
APP-17630,No,No,5
APP-17693,Yes,Yes,4
APP-17699,No,No,1
APP-17755,No,Yes,5
APP-17816,Yes,No,3
APP-18047,Yes,No,1
APP-18269,No,Yes,0
APP-18618,Yes,Yes,3
APP-18840,Yes,Yes,3
APP-18912,No,No,3
APP-19000,No,Yes,4
APP-19055,Yes,Yes,0
APP-19312,No,Yes,4
APP-19319,No,Yes,1
APP-19346,Yes,No,5
APP-19356,Yes,Yes,1
APP-19369,No,Yes,1
APP-19379,Yes,Yes,1
APP-19453,Yes,No,4
APP-19527,No,Yes,3
APP-19573,No,Yes,0
APP-19690,No,No,2
APP-19725,No,No,5
APP-19751,Yes,Yes,2
APP-19828,Yes,Yes,1
APP-19873,No,No,5
APP-19887,No,No,4
APP-19927,No,Yes,1
APP-19956,Yes,No,5
APP-20046,No,Yes,4
APP-20174,Yes,Yes,5
APP-20192,Yes,No,3
APP-20369,Yes,Yes,0
APP-20433,Yes,Yes,1
APP-20546,No,Yes,0
APP-20567,Yes,No,3
APP-20610,Yes,No,2
APP-21174,Yes,Yes,5
APP-21299,No,No,1
APP-21318,No,Yes,5
APP-21374,No,No,2
APP-21549,Yes,No,0
APP-21583,No,Yes,5
APP-21622,Yes,Yes,5
APP-21636,Yes,No,0
APP-21639,No,No,2
APP-21686,Yes,Yes,3
APP-21747,Yes,No,0
APP-21923,Yes,No,5
APP-21958,Yes,Yes,4
APP-21999,Yes,Yes,0
APP-22291,Yes,No,0
APP-22852,Yes,No,4
APP-23001,No,Yes,5
APP-23498,No,Yes,0
APP-23516,No,Yes,3
APP-23662,No,Yes,4
APP-24237,No,No,0
APP-24248,Yes,Yes,4
APP-24270,Yes,No,0
APP-24418,No,Yes,0
APP-24447,Yes,No,1
APP-24469,Yes,No,0
APP-24506,Yes,Yes,1
APP-24524,No,No,0
APP-24644,No,Yes,5
APP-24824,Yes,No,5
APP-24975,No,No,3
APP-25042,No,No,2
APP-25075,Yes,No,1
APP-25274,Yes,Yes,2
APP-25289,Yes,No,2
APP-25346,No,Yes,3
APP-25372,Yes,No,3
APP-25411,Yes,Yes,3
APP-25432,Yes,Yes,2
APP-25437,No,No,0
APP-25498,No,Yes,4
APP-25509,Yes,Yes,3
APP-25511,No,No,5
APP-25577,Yes,No,1
APP-25590,Yes,No,0
APP-25594,No,Yes,3
APP-25706,No,No,5
APP-26446,Yes,Yes,3
APP-26710,Yes,No,5
APP-27311,No,No,3
APP-27384,No,No,4
APP-27428,No,No,0
APP-27557,No,No,3
APP-27771,No,No,0
APP-27781,No,Yes,0
APP-27801,No,Yes,2
APP-1365,No,Yes,0
APP-1416,Yes,Yes,4
APP-1552,Yes,Yes,4
APP-1564,Yes,Yes,4
APP-1608,No,No,4
APP-1650,Yes,Yes,3
APP-1741,Yes,No,0
APP-1799,Yes,No,2
APP-1815,Yes,No,3
APP-1937,No,Yes,1
APP-1944,Yes,Yes,3
APP-2117,Yes,No,3
APP-2226,No,No,3
APP-2240,No,No,3
APP-2443,Yes,No,2
APP-2535,Yes,Yes,4
APP-2644,No,No,0
APP-2670,Yes,No,5
APP-2677,No,Yes,4
APP-2811,Yes,Yes,2
APP-2824,Yes,Yes,2
APP-2854,Yes,Yes,3
APP-2862,Yes,Yes,5
APP-2889,No,Yes,3
APP-2956,No,No,0
APP-2967,No,No,3
APP-3106,No,Yes,0
APP-3160,No,No,2
APP-3297,No,No,5
APP-3364,No,Yes,5
APP-3493,Yes,Yes,0
APP-3574,Yes,Yes,0
APP-3581,No,No,1
APP-3621,No,No,3
APP-3689,No,Yes,4
APP-3886,No,Yes,1
APP-3935,Yes,Yes,1
APP-3973,No,No,1
APP-3985,No,Yes,4
APP-4002,Yes,No,4
APP-4029,No,Yes,1
APP-4392,No,Yes,5
APP-4446,No,Yes,2
APP-4505,No,No,1
APP-4717,Yes,Yes,5
APP-4796,Yes,Yes,5
APP-5406,No,No,0
APP-5482,Yes,Yes,0
APP-5684,Yes,No,5
APP-6946,Yes,No,4
APP-7107,No,Yes,0
APP-7253,Yes,Yes,3
APP-7271,Yes,No,3
APP-7346,No,No,1
APP-7370,No,No,5
APP-7427,No,No,3
APP-7478,No,Yes,3
APP-7500,Yes,No,5
APP-7569,Yes,Yes,1
APP-7600,Yes,Yes,3
APP-7838,No,No,2
APP-7943,Yes,No,5
APP-7960,No,No,5
APP-8092,Yes,No,3
APP-8140,Yes,Yes,4
APP-8223,No,Yes,2
APP-8382,No,Yes,1
APP-8533,Yes,No,5
APP-8560,Yes,Yes,5
APP-8633,Yes,Yes,1
APP-8765,Yes,Yes,2
APP-9034,No,No,1
APP-9060,Yes,Yes,4
APP-9077,Yes,Yes,5
APP-9358,No,Yes,0
APP-9401,No,No,0
APP-9466,Yes,No,1
APP-9490,Yes,Yes,5
APP-9536,Yes,No,4
APP-9613,Yes,Yes,1
APP-9742,No,No,0
APP-9749,No,No,4
APP-9837,Yes,Yes,1
APP-9900,No,Yes,3
APP-10065,Yes,No,0
APP-10098,Yes,Yes,0
APP-10169,No,No,4
APP-10268,Yes,No,3
APP-10320,Yes,No,3
APP-10369,No,No,5
APP-10385,Yes,Yes,5
APP-10396,Yes,No,2
APP-10503,No,No,0
APP-10510,No,No,2
APP-10524,No,No,3
APP-10567,Yes,No,4
APP-10597,Yes,No,1
APP-10630,Yes,Yes,5
APP-10756,No,Yes,1
APP-10843,Yes,No,0
APP-11094,No,No,3
APP-11123,Yes,No,2
APP-11192,Yes,Yes,4
APP-11316,Yes,No,1
APP-11362,No,Yes,1
APP-11414,No,No,1
APP-11428,No,Yes,5
APP-11455,Yes,Yes,2
APP-11457,Yes,No,5
APP-11492,Yes,No,5
APP-11526,No,No,5
APP-11551,Yes,Yes,5
APP-11640,Yes,No,0
APP-11776,Yes,No,0
APP-11834,Yes,Yes,5
APP-11863,Yes,No,4
APP-11957,Yes,Yes,2
APP-12061,Yes,No,0
APP-12067,Yes,Yes,3
APP-12076,No,No,2
APP-12220,No,Yes,5
APP-12223,Yes,Yes,5
APP-12384,No,Yes,1
APP-12399,Yes,Yes,1
APP-12962,Yes,Yes,2
APP-12999,No,Yes,2
APP-13114,No,Yes,2
APP-13115,No,Yes,1
APP-13223,Yes,No,4
APP-13283,No,No,5
APP-13290,Yes,No,0
APP-13341,Yes,Yes,2
APP-13396,Yes,No,0
APP-13428,No,No,3
APP-13439,Yes,Yes,0
APP-13471,No,No,0
APP-13492,No,No,3
APP-13580,Yes,No,3
APP-13762,No,No,5
APP-13814,No,Yes,2
APP-13830,Yes,Yes,5
APP-13854,Yes,No,3
APP-13855,No,Yes,3
APP-13923,Yes,Yes,1
APP-14002,No,No,0
APP-14008,Yes,No,4
APP-14167,Yes,Yes,5
APP-14485,No,No,0
APP-14721,No,Yes,4
APP-15281,Yes,No,3
APP-15455,No,No,5
APP-15526,Yes,No,5
APP-15585,No,Yes,1
APP-15768,No,Yes,5
APP-15804,Yes,Yes,0
APP-15826,Yes,No,0
APP-15983,Yes,Yes,4
APP-16116,Yes,No,5
APP-16139,Yes,Yes,2
APP-16168,No,No,5
APP-16255,Yes,Yes,0
APP-16268,Yes,No,3
APP-16333,No,No,4
APP-16344,Yes,Yes,0
APP-16383,Yes,Yes,2
APP-16390,Yes,Yes,0
APP-16437,No,No,5
APP-16439,Yes,No,4
APP-16570,No,No,2
APP-16634,Yes,No,1
APP-17140,No,No,0
APP-17262,No,Yes,2
APP-17379,No,No,3
APP-17504,Yes,Yes,4
APP-17549,Yes,No,2
APP-17567,No,No,4
APP-17617,Yes,No,5
APP-17680,Yes,Yes,5
APP-17905,No,No,1
APP-17992,No,No,4
APP-18240,Yes,Yes,1
APP-18258,No,Yes,5
APP-18768,No,No,0
APP-18776,Yes,Yes,0
APP-18786,No,Yes,0
APP-18836,No,No,3
APP-18881,No,Yes,0
APP-18903,Yes,Yes,3
APP-19066,No,No,3
APP-19113,Yes,Yes,1
APP-19183,Yes,Yes,0
APP-19203,No,Yes,3
APP-19239,Yes,Yes,4
APP-19258,Yes,Yes,1
APP-19327,Yes,Yes,0
APP-19373,Yes,Yes,5
APP-19396,Yes,No,3
APP-19403,Yes,No,3
APP-19469,No,Yes,1
APP-19539,Yes,No,1
APP-19617,No,No,1
APP-19702,No,No,5
APP-19716,Yes,Yes,0
APP-19763,No,Yes,3
APP-19862,No,No,4
APP-19883,No,Yes,5
APP-19919,Yes,Yes,4
APP-19994,No,No,4
APP-20225,Yes,No,1
APP-20488,Yes,Yes,1
APP-20583,No,Yes,5
APP-20651,Yes,Yes,5
APP-20711,No,Yes,1
APP-20887,No,Yes,0
APP-20996,No,No,5
APP-21055,Yes,No,5
APP-21253,No,No,3
APP-21456,No,Yes,4
APP-21581,Yes,Yes,3
APP-21668,Yes,No,4
APP-21737,No,Yes,3
APP-21761,No,No,1
APP-21776,No,Yes,0
APP-21846,No,Yes,4
APP-22685,Yes,No,2
APP-22748,Yes,Yes,4
APP-22931,Yes,No,5
APP-23472,No,No,0
APP-23500,Yes,No,3
APP-23572,Yes,No,4
APP-23595,Yes,Yes,3
APP-23628,No,Yes,1
APP-23635,No,Yes,0
APP-23925,Yes,No,0
APP-23953,No,No,4
APP-24079,Yes,Yes,3
APP-24210,Yes,Yes,2
APP-24242,Yes,No,3
APP-24257,Yes,No,3
APP-24404,Yes,Yes,5
APP-24451,No,No,3
APP-24519,No,No,3
APP-24532,No,Yes,3
APP-24636,No,Yes,5
APP-24742,No,No,4
APP-25031,Yes,Yes,4
APP-25138,No,No,2
APP-25158,No,Yes,5
APP-25340,No,Yes,0
APP-25435,Yes,Yes,0
APP-25443,Yes,No,2
APP-25458,No,Yes,5
APP-25483,No,No,5
APP-25505,Yes,Yes,3
APP-25657,No,Yes,1
APP-25857,Yes,Yes,4
APP-25933,No,No,2
APP-26166,Yes,Yes,0
APP-26218,Yes,No,3
APP-26291,Yes,No,3
APP-26412,Yes,Yes,5
APP-26420,Yes,No,3
APP-26587,No,Yes,1
APP-26738,No,No,2
APP-26765,Yes,Yes,4
APP-27024,No,Yes,4
APP-1400,Yes,Yes,4
APP-1484,Yes,No,3
APP-1547,Yes,Yes,0
APP-1553,Yes,No,3
APP-1597,No,No,3
APP-1614,Yes,Yes,5
APP-1629,No,Yes,5
APP-1674,No,Yes,1
APP-1705,No,Yes,3
APP-1787,No,Yes,3
APP-1800,No,Yes,1
APP-1889,No,No,3
APP-1958,Yes,Yes,2
APP-1972,Yes,Yes,2
APP-2131,No,Yes,2
APP-2176,No,No,1
APP-2209,No,Yes,5
APP-2255,Yes,No,4
APP-2403,Yes,No,2
APP-2453,Yes,No,0
APP-2460,No,Yes,5
APP-2495,Yes,Yes,0
APP-2651,Yes,Yes,3
APP-2669,Yes,Yes,5
APP-2744,Yes,Yes,4
APP-2752,Yes,No,3
APP-2760,No,No,5
APP-2770,Yes,No,2
APP-2909,No,No,0
APP-2999,No,No,1
APP-3064,No,Yes,4
APP-3163,No,No,3
APP-3415,No,Yes,5
APP-3434,Yes,No,0
APP-4085,No,No,2
APP-4228,Yes,No,2
APP-4260,Yes,Yes,4
APP-4443,Yes,Yes,3
APP-4466,Yes,No,2
APP-4552,Yes,No,0
APP-4558,No,No,3
APP-4633,No,Yes,0
APP-4744,No,No,2
APP-4806,Yes,No,0
APP-4902,No,Yes,2
APP-5037,Yes,No,1
APP-5067,Yes,Yes,3
APP-5172,No,No,0
APP-5456,No,No,3
APP-5881,Yes,No,0
APP-6247,No,Yes,2
APP-6417,No,No,2
APP-6610,No,No,1
APP-6914,Yes,No,0
APP-7301,Yes,Yes,1
APP-7382,Yes,Yes,0
APP-7404,Yes,Yes,1
APP-7412,Yes,Yes,3
APP-7424,No,Yes,5
APP-7487,Yes,No,2
APP-7511,No,Yes,0
APP-7527,Yes,No,4
APP-7536,No,No,4
APP-7552,No,No,2
APP-7599,Yes,No,4
APP-7703,No,No,4
APP-7712,Yes,No,4
APP-7785,Yes,Yes,1
APP-7832,Yes,Yes,1
APP-7842,Yes,Yes,0
APP-7866,No,No,5
APP-7961,No,No,1
APP-8197,Yes,Yes,3
APP-8265,No,No,0
APP-8320,No,No,4
APP-8444,Yes,Yes,4
APP-8486,Yes,Yes,2
APP-8540,Yes,No,0
APP-8597,No,Yes,4
APP-8641,Yes,Yes,1
APP-8653,Yes,Yes,4
APP-8688,No,Yes,4
APP-8698,No,No,2
APP-8710,Yes,Yes,4
APP-8776,No,No,3
APP-8802,No,No,3
APP-8827,Yes,No,4
APP-8842,No,No,4
APP-8906,Yes,Yes,3
APP-8916,Yes,Yes,1
APP-8933,Yes,Yes,0
APP-8983,Yes,No,3
APP-8986,Yes,No,2
APP-8995,Yes,Yes,3
APP-9014,No,No,0
APP-9028,No,Yes,3
APP-9102,Yes,Yes,5
APP-9224,Yes,Yes,0
APP-9252,No,No,1
APP-9267,Yes,Yes,1
APP-9476,Yes,Yes,4
APP-9542,Yes,Yes,1
APP-9580,No,Yes,3
APP-9596,No,No,2
APP-9662,No,Yes,3
APP-9683,Yes,Yes,1
APP-9753,No,No,2
APP-9824,Yes,Yes,1
APP-10032,Yes,No,0
APP-10081,No,No,3
APP-10086,No,Yes,2
APP-10309,Yes,Yes,5
APP-10313,Yes,No,4
APP-10450,No,Yes,2
APP-10586,No,Yes,2
APP-10641,No,No,5
APP-10663,Yes,Yes,5
APP-10684,No,Yes,2
APP-10745,No,No,4
APP-10832,No,No,2
APP-10869,Yes,No,3
APP-10874,Yes,Yes,2
APP-10877,Yes,No,1
APP-10990,Yes,Yes,2
APP-11067,Yes,Yes,2
APP-11077,No,Yes,4
APP-11082,Yes,Yes,0
APP-11157,No,No,4
APP-11187,Yes,Yes,4
APP-11292,Yes,No,2
APP-11413,No,Yes,5
APP-11433,Yes,Yes,0
APP-11458,Yes,No,4
APP-11552,Yes,No,1
APP-11613,No,No,0
APP-11693,No,No,5
APP-11753,No,Yes,4
APP-11818,No,No,2
APP-11845,Yes,Yes,5
APP-11872,No,No,1
APP-11985,No,No,5
APP-12023,No,Yes,0
APP-12060,No,Yes,5
APP-12267,No,No,1
APP-12359,Yes,No,3
APP-12500,No,Yes,4
APP-12525,No,No,2
APP-12540,No,Yes,5
APP-12555,No,No,5
APP-12682,No,Yes,3
APP-12765,No,No,2
APP-12783,Yes,Yes,4
APP-12893,Yes,Yes,5
APP-12921,No,Yes,3
APP-12924,No,Yes,0
APP-12941,No,No,3
APP-12949,No,No,5
APP-13064,No,Yes,5
APP-13065,Yes,Yes,0
APP-13125,Yes,No,0
APP-13174,No,No,2
APP-13231,Yes,Yes,1
APP-13271,No,No,1
APP-13388,No,Yes,5
APP-13413,Yes,Yes,0
APP-13424,No,Yes,4
APP-13440,Yes,No,1
APP-13458,Yes,No,1
APP-13638,Yes,No,4
APP-13655,No,Yes,2
APP-13765,Yes,Yes,0
